,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,cred_hist_length,Current_loan_status
7910,22,41500,0,3,3,2,7000,15.7,2,3.0,0.0
7911,26,48000,0,10,2,0,7000,12.69,6,2.0,1.0
7912,26,48000,0,5,2,0,7000,5.79,6,3.0,1.0
7913,23,48000,0,6,1,0,7000,8.94,3,3.0,1.0
7914,26,48000,0,10,2,0,7000,9.63,6,2.0,1.0
7915,23,55000,2,2,1,0,5000,11.11,3,2.0,1.0
7916,25,48226,0,9,2,0,7000,7.9,5,3.0,1.0
7917,23,49500,0,2,2,1,7000,10.99,3,4.0,1.0
7918,21,50000,0,4,2,1,7000,15.27,1,4.0,1.0
7919,24,55000,2,8,1,0,9600,10.99,4,3.0,1.0
7920,24,50000,0,8,5,0,7000,11.71,4,3.0,1.0
7921,26,55000,2,2,2,0,11300,7.29,7,4.0,1.0
7922,22,55000,2,4,0,0,5000,7.66,2,2.0,1.0
7923,23,50000,0,8,3,0,7000,10.99,3,2.0,1.0
7924,26,55000,2,10,3,0,5000,6.92,6,3.0,1.0
7925,21,50000,0,1,2,0,7000,10.37,1,4.0,1.0
7926,22,50000,0,2,3,0,7000,7.66,2,3.0,1.0
7927,26,55000,2,1,1,0,10000,10.0,6,2.0,1.0
7928,22,55000,2,1,1,0,12000,9.63,7,4.0,1.0
7929,24,55000,2,8,5,0,10000,5.79,4,3.0,1.0
7930,22,55000,1,6,1,0,25000,10.74,7,2.0,1.0
7931,23,50000,0,3,1,0,7000,7.51,3,4.0,1.0
7932,25,55000,2,9,4,0,8500,10.99,5,2.0,1.0
7933,22,55000,2,6,3,0,12000,9.99,7,4.0,1.0
7934,26,50000,0,2,3,0,7000,9.63,6,2.0,1.0
7935,23,50000,0,2,1,0,7000,9.32,3,3.0,1.0
7936,23,55000,2,5,0,0,15000,6.17,7,2.0,1.0
7937,22,49000,2,6,0,0,10000,5.79,2,4.0,0.0
7938,21,44004,0,2,4,0,7000,11.46,1,2.0,0.0
7939,26,50026,0,3,0,0,7000,10.99,6,4.0,1.0
7940,23,55000,2,5,0,0,7750,6.17,3,4.0,1.0
7941,23,51000,0,1,2,0,7000,6.99,3,3.0,1.0
7942,21,45000,0,0,0,2,7000,14.96,1,4.0,0.0
7943,22,51000,0,6,3,0,7000,12.18,2,2.0,1.0
7944,23,52000,0,3,1,0,7000,10.65,3,2.0,1.0
7945,24,55000,2,8,4,0,6000,5.42,4,3.0,1.0
7946,25,52000,0,2,4,0,7000,10.59,5,2.0,1.0
7947,22,55000,2,2,2,1,4800,12.98,2,4.0,1.0
7948,22,55000,2,2,1,0,12000,6.54,7,4.0,1.0
7949,21,52000,0,5,1,0,7000,7.49,1,4.0,1.0
7950,26,52000,0,11,1,0,7000,7.88,6,3.0,1.0
7951,26,55000,2,0,5,0,10500,5.79,7,2.0,1.0
7952,24,52000,0,1,2,0,7000,7.74,4,4.0,1.0
7953,22,55000,1,2,1,0,2200,5.42,2,3.0,1.0
7954,25,52000,0,1,5,1,7000,12.53,5,3.0,1.0
7955,22,55000,1,4,3,0,1275,6.91,2,3.0,1.0
7956,22,52800,0,3,0,2,7000,17.58,2,3.0,1.0
7957,25,55000,2,9,5,0,17000,6.91,7,4.0,1.0
7958,26,49000,2,10,5,3,13000,16.45,7,3.0,0.0
7959,23,55000,1,7,3,0,1000,11.49,3,4.0,1.0
7960,22,54000,0,0,5,1,7000,13.61,2,4.0,1.0
7961,25,55000,2,9,2,0,15000,7.88,7,2.0,1.0
7962,22,54000,0,1,1,1,7000,13.47,2,2.0,1.0
7963,24,55000,2,3,5,0,3000,11.12,4,2.0,1.0
7964,23,54008,0,5,5,0,7000,9.91,3,3.0,1.0
7965,24,49000,0,8,1,0,7000,7.49,4,3.0,0.0
7966,23,55000,2,1,1,0,10000,10.75,3,4.0,1.0
7967,23,55000,1,5,1,0,11000,10.38,7,3.0,1.0
7968,24,55000,1,3,2,0,16000,10.99,7,3.0,1.0
7969,21,55000,2,5,1,1,10000,14.72,1,2.0,1.0
7970,23,85000,0,0,1,0,7000,10.74,3,3.0,1.0
7971,23,49000,2,7,2,2,5000,15.21,3,2.0,0.0
7972,25,89000,0,4,1,0,7000,10.99,5,3.0,1.0
7973,26,55000,2,10,4,0,9800,7.88,6,3.0,1.0
7974,23,89000,0,7,1,1,7000,10.99,3,3.0,1.0
7975,24,55000,2,3,1,2,7500,14.84,4,2.0,1.0
7976,23,90000,0,1,2,0,7000,10.65,3,2.0,1.0
7977,26,90000,0,8,0,1,7000,13.49,6,3.0,1.0
7978,26,50000,0,1,5,0,7150,12.69,6,2.0,1.0
7979,26,55000,2,4,5,1,13000,13.98,7,3.0,1.0
7980,26,61200,0,3,4,0,7150,6.99,6,2.0,1.0
7981,23,55000,2,7,3,1,7000,13.23,3,2.0,1.0
7982,26,55000,2,10,2,0,3000,6.76,6,2.0,1.0
7983,23,85000,0,0,5,0,7175,7.49,3,4.0,1.0
7984,22,14400,0,0,5,0,7200,11.71,2,4.0,0.0
7985,24,55000,2,3,3,0,5000,7.88,4,4.0,1.0
7986,22,20800,0,1,5,0,7200,6.91,2,4.0,0.0
7987,21,55000,2,5,1,0,10500,7.51,7,3.0,1.0
7988,26,21600,0,9,3,0,7200,10.38,6,3.0,0.0
7989,25,22000,0,3,3,0,7200,5.79,5,2.0,0.0
7990,24,23000,0,1,5,0,7200,12.69,4,2.0,0.0
7991,23,55000,2,5,5,1,8000,13.85,3,4.0,1.0
7992,23,25000,0,0,1,1,7200,12.68,3,4.0,1.0
7993,21,55000,2,0,0,0,10000,10.25,1,2.0,1.0
7994,22,55000,2,6,0,0,10000,10.62,2,2.0,1.0
7995,23,25200,0,7,1,0,7200,11.86,3,4.0,0.0
7996,26,55000,1,10,3,1,14500,12.73,7,2.0,1.0
7997,23,27600,0,2,0,0,7200,9.99,3,2.0,1.0
7998,22,27600,0,7,2,0,7200,10.59,2,3.0,1.0
7999,22,49000,2,4,1,0,8000,10.25,2,4.0,0.0
8000,24,55000,2,3,0,0,6000,7.51,4,4.0,1.0
8001,23,55000,2,6,1,0,8000,9.88,3,3.0,1.0
8002,22,30000,0,5,3,0,7200,11.71,2,3.0,1.0
8003,22,30000,0,7,2,0,7200,8.9,2,2.0,0.0
8004,22,55000,2,6,0,1,13000,13.85,7,3.0,1.0
8005,21,31700,0,0,5,0,7200,11.71,1,4.0,0.0
8006,24,31944,0,8,2,1,7200,13.79,4,2.0,1.0
8007,21,32000,0,5,1,0,7200,5.42,1,4.0,1.0
8008,25,32004,0,0,2,1,7200,12.84,5,4.0,1.0
8009,25,55000,2,10,1,1,15000,10.99,7,3.0,1.0
8010,25,32496,0,9,2,0,7200,9.51,5,4.0,1.0
8011,22,55000,1,4,5,2,5000,14.61,2,2.0,1.0
8012,22,55000,1,0,3,0,1000,8.59,2,3.0,1.0
8013,22,34000,0,5,3,0,7200,7.9,2,4.0,1.0
8014,23,49000,2,7,0,4,15000,19.82,7,2.0,0.0
8015,26,34099,0,2,2,1,7200,12.73,6,3.0,1.0
8016,25,35000,0,9,2,0,7200,8.9,5,3.0,1.0
8017,23,55000,2,2,1,0,7000,8.59,3,2.0,1.0
8018,24,55000,2,8,3,0,5500,8.59,4,3.0,1.0
8019,25,55000,2,9,0,0,10200,8.94,7,3.0,1.0
8020,25,55000,1,9,1,1,10000,13.57,5,2.0,1.0
8021,22,55000,1,4,0,0,2000,7.4,2,3.0,1.0
8022,21,35000,0,5,5,0,7200,12.69,1,3.0,1.0
8023,25,35004,0,0,0,0,7200,9.99,5,4.0,1.0
8024,24,35004,0,6,2,2,7200,10.99,4,2.0,1.0
8025,23,31000,0,4,5,2,7200,14.54,3,3.0,0.0
8026,26,55000,2,0,2,0,12500,10.99,7,3.0,1.0
8027,25,37000,0,0,5,1,7200,11.34,5,2.0,1.0
8028,24,37200,0,8,1,0,7200,7.9,4,2.0,1.0
8029,24,37245,0,9,1,0,7200,8.9,4,4.0,1.0
8030,23,38000,0,0,5,0,7200,7.9,3,4.0,1.0
8031,24,49000,2,0,2,0,5000,12.18,4,3.0,0.0
8032,26,38400,0,2,2,0,7200,9.91,6,2.0,1.0
8033,23,38896,0,2,0,1,7200,13.48,3,3.0,1.0
8034,22,40000,0,6,1,2,7200,17.58,2,2.0,1.0
8035,22,40000,0,3,0,3,7200,18.79,2,3.0,1.0
8036,26,55000,2,8,3,0,7000,12.53,6,4.0,1.0
8037,26,55000,2,10,3,0,12500,8.94,7,2.0,1.0
8038,25,40000,0,1,1,0,7200,9.88,5,4.0,1.0
8039,25,55000,2,1,5,1,2000,13.22,5,2.0,1.0
8040,24,41000,0,3,1,0,7200,12.53,4,2.0,1.0
8041,22,55000,1,6,1,0,4000,9.32,2,4.0,1.0
8042,21,42000,0,6,1,0,7200,5.42,1,4.0,1.0
8043,23,55000,1,6,2,1,18500,13.16,7,4.0,1.0
8044,23,42996,0,7,3,0,7200,8.0,3,2.0,1.0
8045,24,55000,2,2,4,0,8000,8.0,4,2.0,1.0
8046,24,43200,0,8,2,1,7200,13.49,4,4.0,1.0
8047,24,55000,2,2,3,0,6000,8.0,4,2.0,1.0
8048,26,55000,2,2,4,0,8500,12.21,6,2.0,1.0
8049,24,45000,0,3,5,0,7200,10.65,4,4.0,1.0
8050,21,45000,0,3,0,0,7200,9.38,1,4.0,1.0
8051,22,39000,0,0,4,0,7200,9.45,2,3.0,0.0
8052,25,46000,0,5,5,1,7200,10.99,5,3.0,1.0
8053,22,48000,0,5,1,0,7200,12.42,2,4.0,1.0
8054,23,48000,0,7,0,1,7200,14.27,3,3.0,1.0
8055,23,48000,0,7,0,0,7200,11.71,3,2.0,1.0
8056,25,55000,2,2,1,3,14000,15.68,7,4.0,1.0
8057,22,48000,0,7,0,0,7200,12.69,2,2.0,1.0
8058,22,48000,0,1,2,0,7200,9.62,2,4.0,1.0
8059,22,49000,2,6,1,0,10000,8.0,2,2.0,0.0
8060,25,48000,0,6,5,0,7200,11.36,5,3.0,1.0
8061,24,55000,2,8,0,2,15000,10.99,7,3.0,1.0
8062,24,55000,2,4,5,1,1600,13.79,4,2.0,1.0
8063,24,49920,0,0,2,1,7200,13.06,4,3.0,1.0
8064,23,55000,3,5,3,0,4000,9.32,3,2.0,1.0
8065,24,50000,0,0,3,0,7200,11.71,4,2.0,1.0
8066,22,50000,0,6,5,0,7200,10.99,2,4.0,1.0
8067,22,49000,2,2,3,1,5000,11.28,2,4.0,0.0
8068,25,50000,0,2,0,0,7200,8.49,5,2.0,1.0
8069,25,50000,0,5,2,0,7200,7.29,5,4.0,1.0
8070,24,50004,0,4,5,1,7200,12.84,4,3.0,1.0
8071,25,55000,2,9,3,1,3600,11.34,5,4.0,1.0
8072,24,49000,3,1,0,1,20000,11.34,7,4.0,0.0
8073,23,55000,2,7,5,0,15000,9.2,7,4.0,1.0
8074,25,52000,0,3,1,0,7200,12.69,5,3.0,1.0
8075,24,55000,2,1,4,0,5275,8.07,4,4.0,1.0
8076,24,54600,0,2,1,1,7200,12.53,4,2.0,1.0
8077,23,55004,2,4,1,2,9600,14.74,3,2.0,1.0
8078,25,54990,0,4,5,1,7200,15.27,5,3.0,1.0
8079,23,55008,1,5,2,1,10500,13.16,7,4.0,1.0
8080,24,54996,0,8,1,0,7200,10.99,4,3.0,1.0
8081,22,54996,0,5,5,0,7200,7.66,2,2.0,1.0
8082,25,55000,0,1,2,0,7200,7.9,5,2.0,1.0
8083,25,49700,0,2,0,0,7200,10.38,5,2.0,0.0
8084,23,50000,0,7,2,2,7200,17.58,3,2.0,0.0
8085,23,51000,0,3,5,3,7200,14.67,3,3.0,0.0
8086,22,59000,0,2,1,0,7200,8.0,2,3.0,1.0
8087,24,55152,2,8,0,0,16000,11.49,7,2.0,1.0
8088,24,60000,0,2,3,0,7200,8.49,4,2.0,1.0
8089,25,55200,2,5,1,0,4225,12.42,5,2.0,1.0
8090,26,60000,0,0,3,0,7200,11.14,6,2.0,1.0
8091,25,60000,0,3,4,1,7200,13.48,5,4.0,1.0
8092,22,60000,0,0,1,1,7200,12.87,2,3.0,1.0
8093,22,49200,2,6,2,1,6500,12.68,2,2.0,0.0
8094,23,60000,0,5,1,1,7200,13.22,3,4.0,1.0
8095,21,55200,2,5,3,0,8900,6.17,1,2.0,1.0
8096,23,60036,0,7,2,0,7200,9.91,3,4.0,1.0
8097,24,49200,2,8,2,3,2500,10.99,4,2.0,0.0
8098,21,60675,0,5,0,1,7200,14.72,1,2.0,1.0
8099,21,61490,0,5,1,0,7200,10.99,1,3.0,1.0
8100,23,55200,2,2,5,0,2000,11.86,3,3.0,1.0
8101,23,55200,2,7,1,0,4000,10.08,3,4.0,1.0
8102,25,63000,0,9,1,0,7200,7.88,5,3.0,1.0
8103,23,64000,0,0,2,1,7200,15.96,3,3.0,1.0
8104,26,55316,1,10,4,0,6000,5.42,6,3.0,1.0
8105,25,67500,0,2,1,0,7200,7.88,5,4.0,1.0
8106,24,55400,2,8,3,0,11000,7.29,7,3.0,1.0
8107,23,62000,0,3,1,0,7200,7.9,3,3.0,0.0
8108,23,68400,0,7,1,1,7200,14.72,3,2.0,1.0
8109,26,49493,2,6,3,1,15250,13.11,7,3.0,0.0
8110,25,71604,0,0,1,0,7200,10.95,5,4.0,1.0
8111,22,75000,0,2,3,1,7200,13.61,2,4.0,1.0
8112,22,55500,2,6,2,0,3000,7.37,2,2.0,1.0
8113,24,55530,2,8,4,0,8000,5.99,4,4.0,1.0
8114,21,55530,2,5,1,0,3200,6.62,1,4.0,1.0
8115,23,49530,2,7,5,2,16000,14.54,7,2.0,0.0
8116,26,76668,0,10,1,0,7200,9.63,6,3.0,1.0
8117,23,80000,0,3,5,0,7200,8.9,3,2.0,1.0
8118,23,80500,0,5,5,0,7200,9.25,3,4.0,1.0
8119,21,84000,0,5,3,0,7200,8.49,1,2.0,1.0
8120,24,55600,2,2,4,1,11700,13.57,7,2.0,1.0
8121,24,55605,2,8,2,0,6500,10.99,4,2.0,1.0
8122,23,49635,2,6,0,0,12000,7.29,7,3.0,0.0
8123,24,55680,2,4,5,0,7875,10.65,4,3.0,1.0
8124,25,73000,0,2,0,2,7200,14.96,5,3.0,0.0
8125,25,88500,0,3,5,1,7200,13.47,5,3.0,1.0
8126,25,55800,2,9,2,1,3500,14.17,5,3.0,1.0
8127,25,55800,2,1,0,0,4000,10.75,5,2.0,1.0
8128,24,55800,2,0,3,0,3200,7.68,4,3.0,1.0
8129,23,55812,2,4,2,0,21825,11.36,7,2.0,1.0
8130,26,90000,0,1,5,0,7200,9.91,6,2.0,1.0
8131,26,55900,2,5,0,1,18200,14.26,7,4.0,1.0
8132,25,49963,2,9,1,0,2100,11.49,5,3.0,0.0
8133,23,49980,2,7,2,0,4800,10.37,3,2.0,0.0
8134,24,56000,2,8,5,0,12000,10.99,7,3.0,1.0
8135,23,93000,0,1,5,0,7200,6.92,3,2.0,1.0
8136,23,105000,0,7,0,0,7200,11.71,3,4.0,1.0
8137,22,56000,2,3,1,2,10075,16.29,7,4.0,1.0
8138,25,56000,2,5,0,1,10250,14.65,7,4.0,1.0
8139,26,111000,0,1,4,0,7200,12.18,6,3.0,1.0
8140,26,56000,2,9,4,0,10000,12.42,6,2.0,1.0
8141,23,56000,2,7,3,0,7200,6.03,3,2.0,1.0
8142,24,56000,2,8,2,0,12250,6.03,7,4.0,1.0
8143,25,135000,0,6,4,0,7200,9.91,5,3.0,1.0
8144,25,149000,0,9,2,0,7200,10.99,5,2.0,1.0
8145,25,62467,0,1,4,0,7250,10.65,5,4.0,1.0
8146,26,56000,2,2,5,1,6000,15.23,6,4.0,1.0
8147,24,80000,0,6,3,0,7250,5.42,4,2.0,1.0
8148,24,56000,1,8,3,0,2000,6.99,4,3.0,1.0
8149,25,26729,0,5,2,0,7300,11.14,5,3.0,1.0
8150,23,56000,2,4,5,1,13600,15.23,7,4.0,1.0
8151,24,56000,2,3,3,0,2000,10.99,4,4.0,1.0
8152,24,56000,2,4,4,1,19125,13.99,7,3.0,1.0
8153,25,50000,2,6,0,0,12800,7.49,7,4.0,0.0
8154,22,56000,2,4,2,0,9000,10.59,2,2.0,1.0
8155,26,37086,0,7,5,0,7300,7.88,6,4.0,1.0
8156,23,38000,0,1,2,0,7300,10.99,3,2.0,1.0
8157,24,56000,2,3,1,0,15000,8.49,7,2.0,1.0
8158,26,41400,0,5,5,0,7300,9.45,6,4.0,1.0
8159,24,56000,2,8,1,0,10000,7.49,4,3.0,1.0
8160,22,45999,0,1,3,0,7300,7.88,2,2.0,1.0
8161,23,50000,2,7,2,2,7500,15.62,3,3.0,0.0
8162,25,56000,2,4,1,0,5000,5.42,5,3.0,1.0
8163,25,56000,2,9,3,0,12375,11.49,7,4.0,1.0
8164,21,50000,0,4,1,0,7300,11.71,1,3.0,1.0
8165,24,56000,2,2,1,1,5250,12.87,4,2.0,1.0
8166,24,56000,2,5,2,0,17400,5.99,7,2.0,1.0
8167,25,53600,0,1,1,0,7300,8.0,5,4.0,1.0
8168,23,96000,0,7,1,0,7300,8.49,3,4.0,1.0
8169,23,56000,2,4,3,0,6000,5.99,3,2.0,1.0
8170,22,56000,2,3,5,0,20000,10.99,7,4.0,1.0
8171,23,42000,0,1,3,0,7325,12.69,3,3.0,1.0
8172,24,12480,0,1,3,0,7350,6.92,4,2.0,0.0
8173,25,32500,0,5,2,1,7350,13.43,5,3.0,1.0
8174,24,33000,0,1,2,0,7350,11.71,4,3.0,1.0
8175,23,56000,1,7,1,0,20000,10.99,7,3.0,1.0
8176,23,42000,0,4,1,0,7400,10.99,3,3.0,1.0
8177,25,42000,0,0,1,3,7400,16.32,5,4.0,0.0
8178,24,43995,0,4,0,1,7400,13.99,4,4.0,0.0
8179,21,56000,2,6,2,0,5600,10.37,1,4.0,1.0
8180,25,57996,0,5,1,0,7400,10.36,5,2.0,1.0
8181,25,62000,0,0,5,0,7400,6.99,5,2.0,1.0
8182,26,56000,2,10,1,0,6000,5.42,6,4.0,1.0
8183,24,72000,0,5,1,2,7400,15.65,4,3.0,1.0
8184,26,56000,2,10,1,1,15000,14.35,7,2.0,1.0
8185,22,34359,0,6,1,0,7475,9.63,2,2.0,1.0
8186,21,12720,0,1,1,0,7500,7.05,1,4.0,0.0
8187,23,56000,2,4,1,0,3000,6.76,3,3.0,1.0
8188,24,56000,1,8,1,0,2000,11.49,4,2.0,1.0
8189,22,56000,2,6,0,0,4750,7.14,2,2.0,1.0
8190,24,20796,0,2,3,0,7500,7.88,4,3.0,0.0
8191,23,56000,2,6,5,0,5500,7.51,3,4.0,1.0
8192,22,56000,2,5,2,0,12000,10.99,7,2.0,1.0
8193,23,21000,0,6,5,0,7500,6.91,3,4.0,0.0
8194,23,56000,1,2,2,0,15000,10.62,7,3.0,1.0
8195,23,21360,0,0,0,0,7500,7.14,3,3.0,0.0
8196,25,21500,0,2,2,1,7500,11.34,5,2.0,0.0
8197,22,22596,0,4,2,0,7500,9.76,2,4.0,0.0
8198,24,23196,0,1,1,2,7500,13.24,4,2.0,0.0
8199,25,24996,0,3,1,1,7500,12.98,5,3.0,1.0
8200,26,56000,2,0,4,0,8000,11.14,6,4.0,1.0
8201,22,25000,0,0,0,0,7500,7.51,2,4.0,1.0
8202,24,56000,2,5,3,0,13000,8.94,7,3.0,1.0
8203,22,25200,0,7,2,2,7500,14.96,2,3.0,0.0
8204,26,26000,0,2,0,0,7500,12.18,6,2.0,1.0
8205,23,56000,2,1,2,0,10000,8.59,3,3.0,1.0
8206,23,56000,2,7,0,4,13750,18.43,7,2.0,1.0
8207,23,26400,0,8,3,1,7500,12.73,3,4.0,1.0
8208,21,27600,0,4,1,0,7500,6.76,1,4.0,1.0
8209,25,28128,0,2,1,2,7500,15.33,5,3.0,0.0
8210,21,30000,0,5,3,0,7500,9.99,1,4.0,1.0
8211,23,30000,0,3,5,0,7500,10.99,3,4.0,1.0
8212,24,30000,0,8,1,0,7500,5.79,4,2.0,1.0
8213,23,56000,2,7,0,0,4500,11.83,3,4.0,1.0
8214,26,56000,2,11,2,0,12000,11.89,7,3.0,1.0
8215,21,30000,0,5,1,0,7500,11.83,1,4.0,1.0
8216,26,30000,0,1,0,3,7500,14.75,6,3.0,0.0
8217,23,30000,0,1,0,2,7500,13.24,3,3.0,0.0
8218,23,56000,2,3,2,1,7500,13.79,3,3.0,1.0
8219,21,30028,0,5,2,0,7500,10.75,1,4.0,1.0
8220,22,31200,0,3,0,0,7500,9.91,2,4.0,1.0
8221,22,31875,0,3,1,1,7500,13.11,2,2.0,1.0
8222,26,32000,0,1,2,1,7500,13.79,6,3.0,1.0
8223,22,33000,0,2,1,0,7500,10.99,2,4.0,1.0
8224,26,34000,0,5,5,0,7500,7.9,6,3.0,0.0
8225,23,56004,2,0,1,1,10000,13.61,3,4.0,1.0
8226,22,56004,2,6,2,0,6000,11.86,2,3.0,1.0
8227,22,56004,2,6,2,0,6000,7.88,2,4.0,1.0
8228,22,56004,1,5,1,1,12000,13.98,7,3.0,1.0
8229,22,56004,2,6,5,0,2000,7.51,2,4.0,1.0
8230,22,34404,0,2,4,2,7500,15.05,2,2.0,0.0
8231,26,56004,2,10,1,1,20000,13.57,7,4.0,1.0
8232,26,56004,2,3,1,0,13000,8.59,7,3.0,1.0
8233,26,56004,1,2,2,0,10000,9.32,6,3.0,1.0
8234,23,34780,0,5,0,2,7500,12.61,3,4.0,1.0
8235,25,35000,0,2,5,0,7500,10.99,5,2.0,1.0
8236,21,29004,0,0,2,2,7500,10.99,1,2.0,0.0
8237,24,50160,2,2,1,2,6000,15.62,4,2.0,0.0
8238,23,56160,2,2,0,0,3050,10.59,3,2.0,1.0
8239,25,36000,0,0,5,1,7500,13.49,5,4.0,1.0
8240,26,36000,0,10,3,0,7500,10.59,6,3.0,1.0
8241,26,30320,0,2,0,0,7500,12.18,6,3.0,0.0
8242,22,56368,2,5,1,1,6000,12.99,2,2.0,1.0
8243,22,36750,0,6,1,2,7500,14.84,2,3.0,1.0
8244,25,50400,2,9,5,2,12000,16.89,7,4.0,0.0
8245,22,56400,2,6,1,2,17300,15.62,7,4.0,1.0
8246,21,56400,1,5,3,0,5000,6.54,1,2.0,1.0
8247,23,56400,2,4,1,0,4000,11.49,3,4.0,1.0
8248,25,37676,0,6,0,0,7500,8.32,5,4.0,1.0
8249,22,38000,0,5,0,0,7500,5.79,2,4.0,1.0
8250,23,38000,0,0,2,0,7500,7.88,3,4.0,1.0
8251,26,38400,0,10,2,2,7500,17.58,6,2.0,1.0
8252,22,32400,0,6,3,1,7500,14.27,2,2.0,0.0
8253,23,56500,2,7,2,0,9800,10.99,3,2.0,1.0
8254,23,39975,0,0,0,1,7500,10.99,3,2.0,1.0
8255,22,39996,0,0,0,0,7500,11.86,2,3.0,1.0
8256,23,40000,0,7,3,0,7500,12.69,3,2.0,1.0
8257,21,56532,2,4,1,0,16000,7.88,7,3.0,1.0
8258,24,56533,2,4,4,0,20000,11.11,7,2.0,1.0
8259,23,56600,1,3,2,0,12000,10.38,7,2.0,1.0
8260,24,40000,0,1,0,0,7500,5.79,4,4.0,1.0
8261,22,56650,2,2,2,0,6500,10.65,2,2.0,1.0
8262,25,56655,2,9,3,1,20000,13.61,7,2.0,1.0
8263,23,56700,2,7,1,0,12000,5.42,7,2.0,1.0
8264,26,56700,2,3,5,0,6000,9.63,6,4.0,1.0
8265,24,40000,0,0,5,0,7500,11.36,4,4.0,1.0
8266,26,56810,2,10,5,1,2500,10.99,6,3.0,1.0
8267,22,34000,0,2,2,1,7500,12.53,2,4.0,0.0
8268,25,56900,2,9,0,0,25000,7.51,7,3.0,1.0
8269,23,56900,2,7,2,0,11200,10.99,7,3.0,1.0
8270,22,56902,2,6,5,0,12000,7.14,7,4.0,1.0
8271,23,56996,1,2,3,0,9575,9.63,3,4.0,1.0
8272,22,40906,0,4,3,0,7500,9.63,2,2.0,1.0
8273,26,42000,0,0,5,0,7500,10.25,6,4.0,1.0
8274,21,57000,1,5,0,0,8000,10.65,1,3.0,1.0
8275,22,57000,2,4,1,0,12875,7.9,7,2.0,1.0
8276,24,57000,2,0,2,0,2400,12.69,4,4.0,1.0
8277,23,42000,0,1,0,0,7500,10.33,3,4.0,1.0
8278,23,36000,0,1,0,2,7500,12.61,3,2.0,0.0
8279,22,57000,2,6,0,0,11425,9.91,7,4.0,1.0
8280,22,42500,0,0,1,0,7500,7.9,2,2.0,1.0
8281,21,37260,0,1,4,2,7500,14.84,1,2.0,0.0
8282,25,57000,2,5,0,0,13000,8.9,7,2.0,1.0
8283,22,44000,0,0,0,0,7500,8.32,2,3.0,1.0
8284,22,57000,2,6,3,0,7200,10.99,2,2.0,1.0
8285,25,51000,2,9,5,2,5500,16.77,5,2.0,0.0
8286,22,57000,2,2,2,1,5950,13.49,2,3.0,1.0
8287,25,39000,0,9,2,2,7500,15.62,5,2.0,0.0
8288,26,57000,2,6,2,1,9000,12.99,6,4.0,1.0
8289,26,57000,2,10,3,0,14000,5.42,7,4.0,1.0
8290,21,57000,2,5,3,1,14400,10.99,7,2.0,1.0
8291,24,57000,2,8,4,0,19725,9.99,7,2.0,1.0
8292,23,45000,0,5,1,2,7500,15.37,3,4.0,1.0
8293,22,39000,0,1,3,2,7500,10.99,2,4.0,0.0
8294,24,57000,2,8,1,0,6000,5.99,4,3.0,1.0
8295,26,57000,2,4,1,1,12000,13.49,7,2.0,1.0
8296,22,57000,2,1,3,0,3200,5.99,2,4.0,1.0
8297,26,45450,0,2,2,0,7500,11.14,6,3.0,1.0
8298,22,45600,0,6,1,1,7500,10.99,2,4.0,1.0
8299,23,57000,2,0,3,0,20000,11.99,7,2.0,1.0
8300,26,46800,0,6,5,0,7500,9.99,6,3.0,1.0
8301,21,47500,0,2,5,0,7500,10.99,1,2.0,1.0
8302,23,57000,2,7,0,0,9250,5.99,3,4.0,1.0
8303,25,57000,1,9,2,0,12000,10.59,7,3.0,1.0
8304,23,48000,0,4,2,0,7500,5.79,3,4.0,1.0
8305,22,42000,0,7,5,3,7500,17.04,2,2.0,0.0
8306,25,48000,0,9,5,1,7500,12.53,5,3.0,1.0
8307,23,57000,2,1,2,1,4200,12.68,3,4.0,1.0
8308,24,57000,2,5,1,0,8000,5.42,4,3.0,1.0
8309,24,57000,2,8,3,2,14000,14.91,7,4.0,1.0
8310,23,57000,2,5,3,0,18000,11.11,7,2.0,1.0
8311,25,48659,0,4,1,0,7500,10.99,5,4.0,1.0
8312,23,57000,2,6,0,0,7000,10.99,3,2.0,1.0
8313,22,49000,0,7,0,0,7500,6.62,2,3.0,1.0
8314,25,57000,2,5,4,2,11200,14.46,7,4.0,1.0
8315,22,43000,0,1,3,2,7500,14.96,2,3.0,0.0
8316,21,44000,0,5,2,0,7500,7.9,1,3.0,0.0
8317,25,50000,0,3,0,0,7500,10.99,5,2.0,1.0
8318,23,57000,2,6,1,2,17500,14.09,7,3.0,1.0
8319,26,44000,0,0,4,3,7500,16.4,6,3.0,0.0
8320,22,50000,0,1,2,0,7500,8.94,2,3.0,1.0
8321,25,44000,0,7,2,1,7500,13.92,5,3.0,0.0
8322,23,44000,0,0,3,3,7500,16.0,3,4.0,0.0
8323,22,51000,2,3,4,0,12000,11.86,7,3.0,0.0
8324,24,50000,0,2,4,0,7500,10.01,4,3.0,1.0
8325,22,57000,2,6,1,0,7000,7.14,2,3.0,1.0
8326,25,57000,1,5,0,1,12000,13.23,7,3.0,1.0
8327,22,50000,0,1,0,0,7500,8.32,2,4.0,1.0
8328,26,51000,2,5,2,2,7000,15.21,6,4.0,0.0
8329,22,57000,2,5,0,0,7500,11.86,2,3.0,1.0
8330,22,44400,0,4,5,0,7500,8.49,2,4.0,0.0
8331,22,57000,2,5,0,0,7500,10.25,2,2.0,1.0
